Id,Name,Category,TimelineState,EventDate,CreatedAt,Tags,Metadata,UserInput,UserExperience,PhotoRefs
ab546cf2-bde2-4859-bdf2-f6e9c306ea2d,Breaking Bad,TV Series,Future,25-04-2026,25-03-2026,tv;series;must watch,Info=,"series ""Breaking Bad"", must watch after two months",must watch,
52c9f223-53fa-4524-bb19-5eea9f957cbf,Frankfurt Tech Meetup,Event,Future,01-04-2026,25-03-2026,tech;meetup;networking,Info=|City=Frankfurt|Country=Germany|Region=Hesse,"Attend ""Frankfurt Tech Meetup"" next week",excited,
1487cc90-ab38-49bd-b447-dfbbf83549d2,AWS Summit Berlin 2026,Event,Future,01-06-2026,25-03-2026,,Info=|City=Berlin|Country=Germany|Region=Berlin,"Save event ""AWS Summit Berlin 2026"" in June",null,
02ab34ac-8028-4fe9-8718-41570d7d28aa,Startup Pitch Night Frankfurt,Event,Past,25-02-2026,25-03-2026,networking;event;Frankfurt,Info=|City=Frankfurt|Country=Germany|Region=Hesse,"Attended ""Startup Pitch Night Frankfurt"" last month",exciting,
92f4095b-e7ed-48a7-a1c3-a8a7e6938f71,Kubernetes Community Days,Event,Future,25-03-2027,25-03-2026,community;technology;kubernetes,Info=|City=Frankfurt|Country=Germany|Region=Hesse,"Plan to attend ""Kubernetes Community Days"" next year",exciting,
1aa60676-33fb-48b9-8351-843b828a980d,FitX Frankfurt,Exercise,Present,25-03-2026,25-03-2026,gym;membership;fitness;Frankfurt;Germany;Hesse,Info=|City=Frankfurt|Country=Germany|Region=Hesse,Book gym membership at FitX Frankfurt this week,exciting,
8b45a16a-a4c5-4f1e-a8e8-1dc0093aa1ee,Health Checkup,Event,Future,25-04-2026,25-03-2026,health;checkup,Info=,do health checkup next month,important,
b59e4056-18fd-4f70-9c7f-d0c19265c8fb,Morning Jogging Routine,Exercise,Present,25-03-2026,25-03-2026,health;fitness;exercise,Info=|City=Frankfurt|Country=Germany|Region=Hesse,Started morning jogging routine this week,exciting,
c43acff0-9d79-4580-8b89-985a06e0f23b,5km Run,Exercise,Past,24-03-2026,25-03-2026,running;health;fitness,Info=|City=Frankfurt|Country=Germany|Region=Hesse,"Completed 5km run yesterday, feeling great",great,
7f466a87-e473-47bd-b177-3285f03c0cd0,MacBook Air M3,Electronics,Present,25-03-2026,25-03-2026,laptop;Apple;M3;specifications,Info=,"spec ""MacBook Air M3"", lightweight and powerful",great,
8264782e-13a4-4a06-a60d-4dcd8f2a5ec5,iPhone 15 Pro Max,Electronics,Present,25-03-2026,25-03-2026,buying;smartphone,Info=,"remind me of ""iPhone 15 Pro Max"" features for future buying iphone",future,
787858d4-0b2c-4f4c-be08-03cecdbd81f6,Kindle Paperwhite,Electronics,Future,25-08-2026,25-03-2026,reading;electronics,Info=,Considering buying Kindle Paperwhite for reading after 5 months,considering,
44365142-42d6-45b5-b02e-8870563e9ea5,Docker Desktop,Electronics,Present,25-03-2026,25-03-2026,containers;software,Info=,"tool ""Docker Desktop"", essential for containers",essential,
fea7036b-fe93-48ed-9d0f-09951f023503,Heidelberg Castle,Travel,Past,25-03-2025,25-03-2026,historic;Germany,Info=|City=Heidelberg|Country=Germany|Region=Baden-Württemberg,"Visited ""Heidelberg Castle"" last year, beautiful historic place",beautiful,
16c634f7-851f-4485-a3ef-5fd0f2550d9e,Paris France,Travel,Future,01-06-2026,25-03-2026,summer;travel;france;romantic getaway,Info=|City=Paris|Country=France,"Planning trip to ""Paris France"" next summer, romantic getaway",romantic,
4296abcc-5faa-4fab-b922-46f5e5286768,German Exam,Event,Future,01-04-2026,25-03-2026,exam;german;school,Info=,German Exam which is there on next week Tuesday,important,
22294096-7ed1-41b2-92ed-f5babf95ee98,VaiVai,Restaurant,Present,03-04-2026,03-04-2026,italian food;smoking,Info=|City=Frankfurt|Country=Germany|Region=Hesse,"add reminder to a restaurant 'VaiVai' in Frankfurt. A good italian food. Somethimes smoking, not good.",good,
2bc300bf-6c12-4fcc-a372-2d23b3888c3d,Best Modern Fashion Bags,Shopping,Present,03-04-2026,03-04-2026,fashion;bags;colorful;neon;modern;summer spirit,Info=,"best modern fashion bags. They can be found at https://meirataschen.de. colorfull, neon, modern, sommer spirit.",exciting,
